STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,,,mean percipitation mm/day,inch/year,liters/(m^2 year)
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/19/09,0,",,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/20/09,0,",,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/21/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/22/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/23/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/24/09,0,",,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/25/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/26/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/27/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/28/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/29/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,9/30/09,0,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/1/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/2/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/3/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/4/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/5/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/6/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/7/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/8/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/9/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/10/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/11/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/12/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/13/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/14/09,4.1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/15/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/16/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/17/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/18/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/19/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/20/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/21/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/22/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/23/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/24/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/25/09,4.1,",,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/26/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/27/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/28/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/29/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/30/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,10/31/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/1/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/2/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/3/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/4/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/5/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/6/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/7/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/8/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/9/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/10/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/11/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/12/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/13/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/14/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/15/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/16/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/17/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/18/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/19/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/20/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/21/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/22/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/23/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/24/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/25/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/26/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/27/09,2,",,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/28/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/29/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,11/30/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/1/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/2/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/3/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/4/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/5/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/6/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/7/09,11.9,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/8/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/9/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/10/09,11.9,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/11/09,6.9,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/12/09,17.8,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/13/09,4.8,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/14/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/15/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/16/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/17/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/18/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/19/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/20/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/21/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/22/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/23/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/24/09,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/25/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/26/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/27/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/28/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/29/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/30/09,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,12/31/09,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/1/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/2/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/3/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/4/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/5/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/6/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/7/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/8/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/9/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/10/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/11/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/12/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/13/10,2,",,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/14/10,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/15/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/16/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/17/10,14,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/18/10,18.8,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/19/10,17.8,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/20/10,33.8,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/21/10,27.7,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/22/10,10.9,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/23/10,0,"P,,0,0800",,,,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/24/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/25/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/26/10,5.8,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/27/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/28/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/29/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/30/10,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,1/31/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/1/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/2/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/3/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/4/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/5/10,6.1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/6/10,31.2,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/7/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/8/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/9/10,14,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/10/10,2,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/11/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/12/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/13/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/14/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/15/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/16/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/17/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/18/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/19/10,6.9,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/20/10,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/21/10,3,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/22/10,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/23/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/24/10,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/25/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/26/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/27/10,29.7,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,2/28/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/1/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/2/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/3/10,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/4/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/5/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/6/10,4.8,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/7/10,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/8/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/9/10,1,",,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/10/10,0,"P,,0,0800",0,",,N",,,,,,,
USC00040014,"ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713,863.5,3/11/10,0,"P,,0,0800",0,",,N",,,,,,,
